num_large_appliances,total_units_purchased,total_units_purchased_on_mfr_coup,total_units_purchased_on_store_coup,num_small_appliances,num_pets,num_members_in_household,household_income,male_head_avg_work_hours,female_head_avg_work_hours,household_id,rim_market,primary_head_avg_work_hours,total_head_avg_work_hours,weekday_shopper,weekday_purchase_percentage,residence_status
4,126.0000,0,0,8,1,3,7,50,0,2125443,2,0,50,1,0.68253968,1
9,204.0000,0,21,8,2,3,4,60,0,2125476,2,0,60,1,0.77941176,1
1,138.0000,3,5,5,0,2,4,0,0,2125583,2,0,0,1,0.63768116,2
3,110.0000,0,5,6,0,1,3,0,40,2125609,2,40,40,0,0.42727273,2
2,91.0000,0,0,3,2,1,3,36,0,2125617,2,0,36,1,0.68131868,1
4,106.0000,1,43,7,1,2,8,50,25,2125633,2,25,75,1,0.70754717,1
5,102.0000,0,5,9,1,5,10,46,0,2125658,2,0,46,1,0.83333333,1
3,90.0000,0,3,7,0,2,4,40,0,2125682,2,0,40,1,0.90000000,1
4,60.0000,0,3,8,0,3,12,40,40,2125948,2,40,80,0,0.18333333,1
6,145.0000,0,10,8,0,2,5,0,0,2125963,2,0,0,1,0.86206897,1
5,158.0000,1,9,7,1,4,4,50,30,2126078,2,30,80,1,0.96835443,1
5,49.0000,4,11,10,1,2,6,0,45,2126102,2,45,45,1,0.85714286,1
5,88.0000,0,0,8,1,3,10,40,40,2126136,2,40,80,1,0.65909091,1
5,131.0000,0,6,10,2,3,7,46,32,2126243,2,32,78,1,0.70992366,1
7,106.0000,0,5,11,1,4,10,44,40,2126276,2,40,84,0,0.37735849,1
3,315.0000,0,12,4,1,3,7,0,40,2126292,2,40,40,0,0.03492063,2
7,97.0000,0,4,8,3,2,7,44,42,2126318,2,42,86,0,0.13402062,1
5,21.0000,0,8,7,1,3,10,40,0,2126458,2,0,40,1,0.76190476,1
5,110.0000,0,7,8,2,4,7,60,40,2126466,2,40,100,0,0.20909091,1
5,295.0000,0,11,8,1,4,9,40,45,2126474,2,45,85,0,0.41355932,1
5,19.0000,0,2,10,3,2,12,40,40,2126482,2,40,80,1,0.84210526,1
7,259.0000,0,0,8,8,4,8,40,32,2126490,2,32,72,1,0.95366795,1
6,170.0000,0,9,8,1,2,10,40,0,2126508,2,0,40,1,0.74117647,1
4,139.0000,0,8,7,1,3,6,40,40,2126532,2,40,80,0,0.26618705,1
4,52.0000,0,0,6,1,2,3,0,40,2126565,2,40,40,1,0.71153846,1
6,78.0000,2,2,10,2,4,7,40,20,2126581,2,20,60,0,0.46153846,1
6,365.0000,0,33,9,1,4,5,50,0,2126706,2,0,50,1,0.96164384,1
1,140.0000,0,10,6,1,3,4,45,45,2126722,2,45,90,1,0.58571429,2
6,158.0000,0,8,9,1,3,10,40,40,2126755,2,40,80,1,0.81645570,1
6,125.0000,0,0,5,1,1,7,30,0,2126771,2,0,30,0,0.09600000,1
4,31.0000,0,2,8,1,2,7,40,40,2126789,2,40,80,1,0.54838710,1
6,38.0000,0,0,11,2,2,14,40,60,2126847,2,60,100,1,0.71052632,1
6,38.0000,0,0,7,0,2,7,50,0,2126888,2,0,50,1,0.89473684,1
6,162.0000,0,29,7,0,3,8,0,0,2126912,2,0,0,1,0.93209877,1
8,59.0000,0,5,10,2,3,5,50,28,2126946,2,28,78,1,0.57627119,1
7,100.0000,0,1,7,1,2,13,40,15,2127019,2,15,55,1,0.90000000,1
1,92.0000,0,0,2,0,1,3,40,0,2127027,2,0,40,1,0.85869565,2
4,51.0000,0,8,8,2,3,6,60,40,2127035,2,40,100,1,0.50980392,1
6,141.0000,0,1,10,1,4,11,40,40,2127050,2,40,80,0,0.14893617,1
7,204.0000,0,11,9,3,2,8,40,40,2127068,2,40,80,1,0.58823529,1
6,141.0000,7,14,9,0,4,5,0,40,2127076,2,40,40,1,0.93617021,1
4,75.0000,3,14,6,0,2,6,40,40,2127100,2,40,80,1,0.50666667,2
4,111.0000,0,1,10,1,4,6,40,40,2127167,2,40,80,1,0.51351351,1
5,187.0000,0,10,7,1,2,4,0,29,2127175,2,29,29,1,0.72727273,1
6,109.0000,0,1,9,3,4,7,40,18,2127217,2,18,58,1,0.92660550,1
6,91.0000,0,8,8,0,1,2,0,0,2127290,2,0,0,1,0.69230769,1
5,108.0000,0,52,10,3,3,6,40,40,2127308,2,40,80,0,0.41666667,1
6,19.0000,0,0,10,1,4,8,40,40,2127407,2,40,80,1,0.84210526,1
3,98.0000,6,6,5,1,3,3,0,0,2127456,2,0,0,1,0.58163265,1
6,36.0000,2,0,9,0,4,7,37,30,2127498,2,30,67,1,0.75000000,1
5,78.0000,0,7,10,2,2,7,20,28,2127548,2,28,48,1,0.61538462,1
7,91.0000,0,5,9,2,4,14,50,0,2127571,2,0,50,1,0.97802198,1
4,79.0000,2,0,7,3,2,2,0,0,2127597,2,0,0,1,0.96202532,1
6,452.0000,0,3,7,1,2,4,0,40,2127605,2,40,40,1,0.69690265,1
7,70.0000,0,0,10,5,2,14,40,0,2127621,2,0,40,1,0.94285714,1
5,7.0000,0,0,7,0,1,6,0,40,2127753,2,40,40,1,0.85714286,1
5,65.0000,0,3,9,0,4,11,40,0,2127761,2,0,40,1,0.67692308,1
8,133.0000,0,4,9,1,3,14,50,0,2127803,2,0,50,1,0.62406015,1
5,84.0000,0,6,10,1,5,7,42,0,2127928,2,0,42,1,0.75000000,1
4,115.0000,0,0,7,1,1,2,0,32,2127936,2,32,32,1,0.70434783,1
5,42.0000,0,3,10,0,2,8,40,40,2128025,2,40,80,1,0.57142857,1
6,50.0000,0,1,4,0,2,4,0,15,2128066,2,15,15,1,0.64000000,1
6,64.0000,3,1,6,0,2,3,0,0,2128074,2,0,0,1,0.78125000,1
3,59.0000,0,1,7,1,2,8,44,40,2128082,2,40,84,1,0.66101695,1
7,18.0000,0,0,9,2,2,13,55,40,2128116,2,40,95,0,0.50000000,1
6,227.0000,0,13,6,0,2,4,0,0,2128140,2,0,0,1,0.70044053,1
2,27.0000,1,0,7,3,2,2,0,40,2128215,2,40,40,1,0.81481481,1
1,26.0000,0,1,5,3,3,4,40,40,2128231,2,40,80,1,0.65384615,2
4,40.0000,0,2,5,0,1,6,0,50,2128280,2,50,50,1,0.77500000,1
5,51.0000,0,6,7,0,2,6,0,0,2128330,2,0,0,1,0.84313725,1
0,10.0000,0,0,1,0,1,1,0,0,2128348,2,0,0,1,1.00000000,1
7,91.0000,0,0,10,3,2,6,40,0,2128389,2,0,40,1,0.89010989,1
5,108.0000,0,2,7,1,5,5,40,0,2128397,2,0,40,0,0.21296296,1
4,44.0000,0,0,6,3,2,4,40,0,2128421,2,0,40,1,0.63636364,2
6,101.0000,0,16,10,1,5,10,40,45,2128447,2,45,85,1,0.80198020,1
4,223.0000,0,6,7,1,2,4,30,40,2128454,2,40,70,1,0.73094170,2
4,70.0000,2,6,7,0,2,3,0,0,2128546,2,0,0,1,0.78571429,1
2,36.0000,0,9,9,0,1,8,0,40,2128553,2,40,40,0,0.50000000,2
6,113.0000,0,3,9,0,2,9,50,15,2128561,2,15,65,0,0.48672566,1
7,71.0000,0,13,9,2,3,6,0,36,2128595,2,36,36,1,0.73239437,1
4,42.0000,0,1,8,1,2,6,70,30,2128629,2,30,100,1,0.66666667,1
3,62.0000,1,5,5,0,2,2,0,0,2128769,2,0,0,1,0.74193548,2
2,17.0000,0,0,9,1,2,6,40,40,2128827,2,40,80,0,0.41176471,2
6,111.0000,0,0,11,2,4,9,35,30,2128850,2,30,65,1,0.61261261,2
6,103.0000,0,31,7,3,4,7,40,40,2128884,2,40,80,1,0.64077670,1
5,133.0000,0,9,10,0,4,9,60,40,2128900,2,40,100,0,0.44360902,1
5,122.0000,0,1,11,0,2,6,0,0,2128959,2,0,0,1,0.74590164,1
4,218.0000,0,13,7,1,2,8,40,0,2129031,2,0,40,1,0.51834862,1
5,317.0000,0,15,8,1,4,9,40,0,2129064,2,0,40,1,0.71608833,1
6,145.0000,0,7,9,1,2,8,45,40,2129080,2,40,85,1,0.86206897,1
4,140.0000,0,0,6,0,3,4,30,40,2129098,2,40,70,1,0.62142857,2
4,61.0000,0,0,9,1,1,4,0,40,2129163,2,40,40,0,0.32786885,2
4,137.0000,0,1,9,0,2,5,40,40,2129197,2,40,80,0,0.34306569,1
7,186.0000,0,0,7,1,5,6,55,40,2129239,2,40,95,0,0.35483871,1
7,13.0000,0,0,8,0,2,9,40,40,2129296,2,40,80,1,1.00000000,1
6,146.0000,4,3,10,1,2,8,40,40,2129361,2,40,80,1,0.63698630,1
7,265.0000,2,68,9,2,3,10,45,2,2129379,2,2,47,0,0.38867925,1
3,58.0000,0,2,5,0,2,5,20,20,2129395,2,20,40,1,0.84482759,1
5,96.0000,0,1,9,0,2,6,40,40,2129429,2,40,80,0,0.19791667,1
5,62.0000,0,0,8,0,2,3,0,42,2129445,2,42,42,0,0.46774194,1
7,147.0000,0,14,8,0,3,7,0,50,2129494,2,50,50,0,0.49659864,1
4,261.0000,3,5,6,0,2,8,0,0,2129528,2,0,0,1,0.67049808,1
6,164.0000,0,3,9,1,3,10,45,0,2129544,2,0,45,1,0.69512195,1
5,46.0000,0,1,3,0,1,3,0,0,2129551,2,0,0,1,0.80434783,1
6,73.0000,0,3,9,1,2,9,0,18,2129643,2,18,18,1,0.75342466,1
3,22.0000,0,0,5,1,2,5,70,10,2129700,2,10,80,1,0.72727273,2
2,16.0000,0,1,7,2,2,5,50,40,2129726,2,40,90,1,0.87500000,3
1,36.0000,0,6,6,0,1,3,0,0,2129734,2,0,0,1,0.80555556,2
3,480.0000,2,18,6,3,2,5,45,10,2129767,2,10,55,1,0.55208333,1
4,21.0000,0,4,8,1,1,4,0,0,2129817,2,0,0,1,0.85714286,1
6,164.0000,2,23,9,6,4,5,40,20,2129833,2,20,60,1,0.95731707,1
5,24.0000,0,1,6,0,2,4,21,0,2129874,2,0,21,1,0.62500000,1
5,128.0000,0,7,7,2,2,9,40,40,2129940,2,40,80,1,0.54687500,1
6,115.0000,0,4,6,0,2,11,35,40,2129973,2,40,75,1,0.67826087,1
3,116.0000,2,1,5,0,1,2,0,0,2130039,2,0,0,1,1.00000000,2
2,145.0000,0,3,1,1,1,1,0,0,2130070,2,0,0,1,0.71724138,1
5,98.0000,0,6,6,0,2,7,0,0,2130161,2,0,0,1,0.87755102,1
6,232.0000,1,0,7,1,3,5,40,0,2130229,2,0,40,0,0.16810345,1
5,13.0000,0,6,6,1,1,4,0,40,2130237,2,40,40,0,0.30769231,1
4,59.0000,0,0,7,4,2,2,0,0,2130260,2,0,0,1,0.61016949,1
5,106.0000,0,2,9,1,4,5,63,32,2130278,2,32,95,0,0.15094340,1
5,103.0000,0,0,9,1,3,8,40,40,2130310,2,40,80,1,0.73786408,1
5,154.0000,3,4,9,1,2,3,40,0,2130344,2,0,40,1,0.95454545,1
5,74.0000,0,0,6,0,2,6,0,40,2130351,2,40,40,1,0.62162162,2
5,42.0000,0,9,7,1,5,9,40,40,2130377,2,40,80,1,0.59523810,2
4,46.0000,0,0,5,0,1,2,40,0,2130385,2,0,40,1,0.63043478,2
7,114.0000,0,0,4,0,4,6,42,10,2130419,2,10,52,1,0.92105263,1
3,12.0000,0,0,7,0,1,3,0,40,2130526,2,40,40,1,0.58333333,1
5,239.0000,0,9,8,1,3,5,40,40,2130583,2,40,80,0,0.06694561,1
6,196.0000,0,1,7,0,2,11,42,50,2130591,2,50,92,1,0.51020408,1
5,139.0000,0,2,11,0,4,11,60,40,2130641,2,40,100,1,0.65467626,1
6,98.0000,0,1,10,1,3,12,50,50,2130674,2,50,100,0,0.47959184,1
2,57.0000,0,6,7,2,3,5,0,40,2130807,2,40,40,1,0.92982456,2
4,42.0000,0,0,10,2,2,9,50,0,2130849,2,0,50,0,0.45238095,1
7,26.0000,0,3,11,1,2,14,60,70,2130856,2,70,130,1,0.53846154,1
5,101.0000,0,9,7,1,3,5,40,16,2130914,2,16,56,1,0.51485149,2
3,179.0000,0,0,8,1,1,4,0,50,2130948,2,50,50,1,0.70391061,2
7,181.0000,0,0,10,1,3,11,50,43,2131136,2,43,93,1,0.71823204,1
7,208.0000,0,4,11,4,3,11,40,60,2131144,2,60,100,1,0.72596154,1
5,45.0000,0,2,7,0,2,5,24,0,2131201,2,0,24,1,0.60000000,1
3,80.0000,0,0,8,2,2,5,45,40,2131250,2,40,85,1,0.71250000,1
4,158.0000,0,1,6,0,2,5,0,0,2131318,2,0,0,1,0.79746835,1
4,68.0000,0,9,8,2,3,7,60,40,2131326,2,40,100,1,0.52941176,1
5,119.0000,0,8,7,2,2,11,40,0,2131383,2,0,40,1,0.75630252,1
6,98.0000,0,7,7,0,4,4,40,0,2131391,2,0,40,1,0.63265306,1
1,106.0000,0,2,7,0,2,3,45,40,2131466,2,40,85,0,0.47169811,1
6,37.0000,0,9,8,0,2,9,0,0,2131508,2,0,0,1,0.70270270,1
5,94.0000,4,5,9,1,1,5,0,40,2131516,2,40,40,0,0.12765957,2
6,45.0000,0,1,6,0,2,5,40,0,2131557,2,0,40,1,0.77777778,1
4,40.0000,0,3,6,0,1,5,0,40,2131631,2,40,40,1,0.62500000,1
4,54.0000,0,0,5,0,1,4,0,0,2131664,2,0,0,1,0.59259259,1
3,265.0000,0,8,6,3,3,5,40,24,2131730,2,24,64,1,0.81132075,1
5,149.0000,0,0,7,1,4,7,55,40,2131748,2,40,95,0,0.42953020,1
4,29.0000,0,0,8,1,2,8,40,45,2131789,2,45,85,1,0.68965517,1
4,146.0000,0,7,4,1,2,5,40,40,2131813,2,40,80,0,0.29452055,1
4,64.0000,0,0,9,2,2,5,0,37,2131821,2,37,37,1,0.78125000,1
3,91.0000,0,0,7,4,3,7,40,40,2131862,2,40,80,1,0.81318681,2
2,20.0000,0,0,4,2,1,4,0,45,2131870,2,45,45,1,0.60000000,2
5,129.0000,0,0,7,1,2,4,40,40,2131896,2,40,80,0,0.41860465,2
1,6.0000,0,0,6,1,2,2,40,0,2131912,2,0,40,1,0.83333333,2
8,71.0000,0,0,10,0,2,10,50,40,2131938,2,40,90,1,0.81690141,1
5,52.0000,0,19,7,0,2,6,40,0,2131979,2,0,40,1,0.82692308,1
5,162.0000,0,0,8,0,4,3,65,40,2131995,2,40,105,1,0.60493827,3
7,274.0000,0,16,11,0,4,9,40,20,2132019,2,20,60,1,0.68248175,1
6,66.0000,0,3,7,3,4,6,40,30,2132043,2,30,70,0,0.42424242,1
4,132.0000,0,3,8,1,2,4,40,20,2132068,2,20,60,1,0.75757576,1
4,21.0000,0,0,7,1,1,4,0,0,2132225,2,0,0,1,0.90476190,1
1,124.0000,0,2,8,0,1,4,0,45,2132241,2,45,45,1,0.81451613,2
5,30.0000,0,5,10,2,2,14,50,3,2132290,2,3,53,1,0.83333333,1
5,101.0000,0,4,10,2,3,9,50,35,2132316,2,35,85,1,0.55445545,1
5,37.0000,0,0,8,2,3,3,0,20,2132340,2,20,20,1,0.81081081,1
5,40.0000,0,1,7,1,2,6,40,20,2132365,2,20,60,0,0.50000000,1
5,74.0000,2,5,8,2,1,3,0,37,2132472,2,37,37,1,0.55405405,1
6,158.0000,0,14,8,3,2,9,46,42,2132506,2,42,88,1,0.60759494,1
5,120.0000,0,20,10,2,3,6,50,45,2132555,2,45,95,0,0.27500000,1
2,11.0000,0,3,8,0,1,1,0,20,2132639,2,20,20,1,0.54545455,2
6,24.0000,2,0,7,0,1,3,0,8,2132738,2,8,8,1,1.00000000,1
6,28.0000,0,0,9,1,2,11,40,15,2132787,2,15,55,1,1.00000000,1
5,104.0000,0,1,8,1,2,6,0,47,2132795,2,47,47,0,0.18269231,1
5,8.0000,0,0,7,1,3,8,40,48,2132803,2,48,88,1,0.87500000,1
5,49.0000,0,0,9,1,2,14,30,0,2132845,2,0,30,1,0.89795918,1
4,52.0000,0,9,4,0,1,2,0,0,2132852,2,0,0,1,0.71153846,2
6,98.0000,0,5,11,1,5,9,40,15,2132928,2,15,55,1,0.90816327,1
1,25.0000,0,1,4,0,1,1,0,30,2132936,2,30,30,1,1.00000000,2
5,26.0000,0,2,9,1,1,8,50,0,2132985,2,0,50,1,0.84615385,2
6,70.0000,0,0,9,3,3,12,0,50,2133033,2,50,50,0,0.34285714,1
7,207.0000,0,16,5,0,2,6,0,10,2133058,2,10,10,1,0.83574879,1
4,190.0000,0,14,8,1,3,8,40,40,2133066,2,40,80,1,0.72105263,1
5,66.0000,0,0,8,1,3,3,50,20,2133108,2,20,70,0,0.36363636,1
6,239.0000,0,10,7,1,2,5,0,0,2133132,2,0,0,1,0.89121339,1
5,62.0000,0,3,9,3,3,9,50,33,2133173,2,33,83,1,0.95161290,1
7,224.0000,0,6,10,2,3,8,48,40,2133231,2,40,88,1,0.79017857,1
4,127.0000,0,9,9,0,3,12,40,45,2133272,2,45,85,0,0.33858268,1
4,7.0000,0,0,8,3,4,8,40,40,2133298,2,40,80,1,0.85714286,1
5,155.0000,0,0,9,0,4,8,40,0,2133330,2,0,40,1,0.85161290,1
4,57.0000,0,23,7,2,4,5,25,0,2133413,2,0,25,1,0.85964912,2
5,78.0000,0,2,9,1,4,9,70,40,2133447,2,40,110,1,0.67948718,1
6,217.0000,0,2,11,0,4,10,50,0,2133496,2,0,50,1,0.74654378,1
5,72.0000,0,15,8,3,2,8,60,55,2133504,2,55,115,1,0.70833333,1
4,12.0000,0,0,6,0,1,5,0,40,2133546,2,40,40,1,0.66666667,1
4,61.0000,0,4,10,7,3,7,0,90,2133579,2,90,90,1,0.62295082,2
7,222.0000,0,0,7,0,4,6,40,0,2133611,2,0,40,0,0.06306306,1
3,51.0000,2,0,8,0,2,2,0,0,2133645,2,0,0,1,0.60784314,2
5,45.0000,0,0,9,0,1,5,0,0,2133660,2,0,0,1,0.93333333,1
3,102.0000,2,3,5,0,3,5,45,40,2133983,2,40,85,1,0.85294118,2
8,42.0000,0,0,9,0,2,7,50,40,2134015,2,40,90,1,0.69047619,1
4,138.0000,0,1,5,0,2,7,40,48,2134023,2,48,88,1,0.75362319,1
6,189.0000,0,2,10,1,3,5,0,50,2134122,2,50,50,1,0.78835979,1
4,77.0000,0,3,9,0,3,5,45,0,2134130,2,0,45,1,0.71428571,1
4,97.0000,0,2,9,2,4,7,40,40,2134213,2,40,80,1,0.64948454,1
7,178.0000,0,15,9,1,2,11,0,8,2134254,2,8,8,1,0.89325843,1
2,47.0000,0,0,6,0,1,1,0,40,2134262,2,40,40,0,0.40425532,2
6,360.0000,0,24,9,1,5,5,50,20,2134288,2,20,70,1,0.77222222,1
6,81.0000,0,0,4,1,4,8,40,0,2134452,2,0,40,1,0.51851852,1
5,105.0000,0,15,10,1,2,7,60,60,2134478,2,60,120,0,0.49523810,1
5,72.0000,0,0,9,0,2,11,40,40,2134510,2,40,80,1,0.86111111,1
6,174.0000,0,3,9,0,2,8,40,0,2134577,2,0,40,1,0.66666667,1
4,61.0000,0,24,7,3,2,5,0,40,2134643,2,40,40,1,0.60655738,1
5,31.0000,0,6,8,1,3,5,0,40,2134676,2,40,40,0,0.45161290,1
6,10.0000,0,0,7,0,1,3,0,30,2134742,2,30,30,1,0.70000000,1
6,108.0000,0,1,8,5,1,4,0,0,2134767,2,0,0,1,0.88888889,1
5,68.0000,0,1,9,0,4,11,45,0,2134874,2,0,45,1,0.75000000,1
4,105.0000,0,4,7,1,2,4,0,35,2135186,2,35,35,1,0.60952381,1
5,55.0000,0,5,10,1,2,4,40,40,2135244,2,40,80,0,0.27272727,1
5,118.0000,0,0,7,3,6,5,40,50,2135251,2,50,90,1,0.61864407,1
6,146.0000,0,0,8,1,2,7,0,30,2135277,2,30,30,1,0.73287671,1
4,29.0000,0,1,10,2,2,6,0,45,2135301,2,45,45,1,0.58620690,1
2,11.0000,0,0,3,1,4,2,0,0,2135343,2,0,0,1,0.81818182,2
5,45.0000,0,15,10,1,2,7,40,20,2135384,2,20,60,1,0.71111111,1
5,62.0000,0,0,9,0,4,13,40,40,2135392,2,40,80,1,0.61290323,1
5,37.0000,0,10,10,0,2,9,40,45,2135434,2,45,85,0,0.24324324,1
1,20.0000,0,0,5,9,1,2,0,40,2135442,2,40,40,1,0.95000000,1
3,56.0000,0,4,9,1,2,9,40,40,2135475,2,40,80,0,0.28571429,1
3,133.0000,0,1,7,1,2,3,0,0,2135517,2,0,0,1,0.84962406,2
3,40.0000,0,0,7,0,1,4,0,40,2135608,2,40,40,0,0.37500000,2
5,225.0000,0,1,6,2,3,5,50,45,2135640,2,45,95,1,0.64444444,2
5,46.0000,0,1,11,2,4,10,40,40,2135681,2,40,80,1,0.65217391,1
6,95.0000,0,0,9,1,2,11,50,24,2135749,2,24,74,1,0.61052632,1
5,42.0000,0,0,7,1,2,6,40,40,2135756,2,40,80,1,0.83333333,1
4,21.0000,0,7,7,0,2,4,0,40,2135772,2,40,40,1,0.52380952,1
5,55.0000,0,0,9,2,2,13,40,40,2135848,2,40,80,0,0.18181818,1
4,17.0000,0,0,8,0,1,3,0,40,2135889,2,40,40,1,0.70588235,2
1,15.0000,0,1,8,0,1,3,0,27,2135970,2,27,27,1,1.00000000,2
2,123.0000,2,5,5,0,1,4,40,0,2135996,2,0,40,1,0.64227642,2
3,188.0000,0,0,7,0,6,1,0,30,2136069,2,30,30,1,0.56382979,3
4,56.0000,0,3,7,2,2,8,40,40,2136077,2,40,80,0,0.33928571,1
3,29.0000,10,0,1,3,1,1,0,0,2136093,2,0,0,1,0.96551724,1
6,22.0000,0,0,7,0,2,4,0,35,2136143,2,35,35,0,0.40909091,1
7,300.0000,0,1,9,0,2,8,40,36,2136150,2,36,76,1,0.83333333,1
5,68.0000,0,0,8,0,2,6,0,0,2136176,2,0,0,1,0.70588235,1
5,135.0000,0,1,8,0,2,7,60,45,2136242,2,45,105,0,0.45925926,2
3,46.0000,4,0,3,0,2,5,40,0,2136283,2,0,40,1,0.89130435,1
3,159.0000,0,10,8,4,3,5,0,40,2136325,2,40,40,1,0.71069182,1
7,43.0000,0,1,9,1,4,6,60,40,2136341,2,40,100,1,0.53488372,1
3,285.0000,0,5,4,1,4,5,36,40,2136531,2,40,76,1,0.63859649,1
4,89.0000,0,5,11,2,2,7,45,40,2136549,2,40,85,1,0.60674157,1
7,111.0000,0,21,8,0,2,4,0,40,2136572,2,40,40,1,0.51351351,1
4,268.0000,0,28,10,0,4,5,55,45,2136598,2,45,100,1,0.54104478,1
6,182.0000,0,33,8,1,4,7,40,20,2136606,2,20,60,1,0.89560440,1
5,74.0000,0,31,5,0,2,14,0,0,2136622,2,0,0,1,0.85135135,1
5,120.0000,0,0,9,1,6,10,45,40,2136697,2,40,85,1,0.54166667,1
3,15.0000,0,7,8,0,1,6,0,40,2136705,2,40,40,0,0.26666667,2
3,28.0000,0,0,7,0,1,4,0,40,2136739,2,40,40,1,0.64285714,1
4,52.0000,0,8,6,0,2,5,40,40,2136770,2,40,80,1,0.55769231,2
4,63.0000,1,3,6,2,2,3,0,0,2136796,2,0,0,1,0.85714286,1
4,215.0000,0,0,4,0,2,2,0,45,2136804,2,45,45,1,0.83255814,2
5,135.0000,0,5,9,4,4,8,40,45,2136812,2,45,85,1,0.57037037,1
4,34.0000,0,0,5,0,2,3,0,40,2136820,2,40,40,1,0.88235294,2
6,33.0000,0,0,6,0,4,5,40,30,2136937,2,30,70,1,0.78787879,1
7,149.0000,2,2,4,2,4,7,40,0,2136960,2,0,40,1,0.73825503,1
6,69.0000,0,1,8,1,3,4,54,0,2136978,2,0,54,0,0.31884058,1
6,8.0000,0,1,8,0,2,7,15,40,2137059,2,40,55,1,1.00000000,1
4,157.0000,0,0,6,0,1,4,0,36,2137067,2,36,36,1,0.70063694,2
7,245.0000,0,10,7,1,1,4,0,0,2137216,2,0,0,1,0.87755102,1
6,35.0000,0,3,5,0,2,4,0,0,2137281,2,0,0,1,0.80000000,1
7,113.0000,0,0,9,0,5,9,46,0,2137299,2,0,46,1,0.75221239,1
4,16.0000,0,0,8,1,2,9,40,50,2137331,2,50,90,0,0.31250000,1
4,46.0000,0,1,8,1,3,5,0,40,2137349,2,40,40,0,0.23913043,1
2,61.0000,0,30,6,0,1,2,0,40,2137380,2,40,40,1,1.00000000,2
7,269.0000,0,13,11,1,3,12,55,0,2137513,2,0,55,1,0.74349442,1
8,351.0000,4,16,8,2,4,11,40,40,2137539,2,40,80,1,0.91168091,1
7,30.0000,0,0,9,2,2,8,0,0,2137596,2,0,0,0,0.46666667,1
4,140.0000,1,4,10,0,3,9,45,35,2137604,2,35,80,1,0.90714286,1
5,89.0000,0,0,8,2,2,7,50,40,2137687,2,40,90,1,0.84269663,1
5,44.0000,0,7,7,0,2,5,0,0,2137703,2,0,0,1,0.72727273,1
4,143.0000,0,15,6,1,3,7,40,40,2137745,2,40,80,0,0.23076923,1
5,212.0000,0,35,7,1,2,5,0,40,2137760,2,40,40,1,0.59905660,2
4,52.0000,0,3,8,1,3,9,40,40,2137885,2,40,80,1,0.67307692,1
5,177.0000,0,0,8,2,3,12,50,20,2137935,2,20,70,1,0.84180791,1
3,84.0000,0,0,8,2,2,3,43,0,2138024,2,0,43,0,0.44047619,1
4,71.0000,3,0,7,0,1,2,0,0,2138065,2,0,0,1,0.59154930,1
5,108.0000,0,7,7,2,2,8,50,80,2138115,2,80,130,0,0.50000000,2
5,147.0000,4,0,4,1,1,3,0,0,2138149,2,0,0,1,0.76190476,1
1,7.0000,0,0,5,0,1,3,0,25,2138198,2,25,25,1,0.71428571,2
5,22.0000,0,0,10,1,1,3,0,24,2138206,2,24,24,1,0.68181818,1
1,31.0000,0,0,5,3,2,3,0,0,2138214,2,0,0,1,0.83870968,1
3,10.0000,0,3,6,0,1,6,0,40,2138396,2,40,40,1,0.60000000,1
6,215.0000,1,0,8,3,2,3,40,40,2138446,2,40,80,1,0.62325581,1
7,41.0000,0,7,9,1,3,9,40,40,2138487,2,40,80,1,0.56097561,1
3,26.0000,0,1,8,0,2,5,0,0,2138578,2,0,0,1,0.53846154,1
5,6.0000,0,0,10,0,4,5,70,0,2138644,2,0,70,0,0.33333333,1
4,91.0000,0,2,7,0,2,7,8,0,2138685,2,0,8,1,0.79120879,1
5,76.0000,0,0,9,2,5,11,40,40,2138743,2,40,80,0,0.50000000,1
5,123.0000,0,1,10,2,2,12,40,40,2138776,2,40,80,0,0.08943089,1
7,48.0000,0,4,9,1,3,11,40,40,2138792,2,40,80,1,0.66666667,1
4,97.0000,2,11,8,3,2,4,40,0,2138800,2,0,40,1,0.69072165,1
1,185.0000,0,0,3,0,1,1,0,0,2138842,2,0,0,0,0.38378378,2
3,40.0000,0,8,8,0,1,3,0,43,2138966,2,43,43,1,0.55000000,1
4,37.0000,0,2,10,0,2,6,0,40,2139022,2,40,40,1,0.91891892,2
4,61.0000,0,0,3,0,1,8,40,0,2139113,2,0,40,0,0.36065574,1
5,67.0000,0,7,8,0,2,9,50,0,2139121,2,0,50,1,0.67164179,1
5,54.0000,0,2,7,1,2,4,0,0,2139139,2,0,0,1,0.55555556,2
3,136.0000,0,14,4,1,4,6,15,35,2139162,2,35,50,1,0.70588235,1
3,77.0000,3,12,6,0,1,6,0,40,2139220,2,40,40,1,0.76623377,2
5,62.0000,0,5,6,2,4,11,50,0,2139287,2,0,50,1,0.80645161,1
4,46.0000,0,18,8,0,2,4,35,35,2139345,2,35,70,1,0.86956522,1
5,44.0000,0,0,5,2,2,5,0,0,2139436,2,0,0,1,0.97727273,1
5,85.0000,3,13,6,0,2,7,0,0,2139477,2,0,0,1,0.89411765,1
4,66.0000,0,5,8,2,6,4,60,30,2139535,2,30,90,1,0.66666667,1
6,167.0000,0,0,7,1,3,7,38,25,2139543,2,25,63,1,0.73053892,1
7,82.0000,0,3,9,1,3,11,45,40,2139626,2,40,85,1,0.74390244,1
